,User Name,Followers,Tweet,Polarity
4724,Richard Barrow in Thailand 🇹🇭🇬🇧,164359,official covid19 update in thailand on tuesday 3 297 people infected 2 3 1111 discharged from hospital 0,0.0
4725,World Bank Africa,443000,podcast the private sector in africa will be hard hit by the covid19 pandemic in this new episode of,-0.051767676767676775
4730,China Xinhua News,12680539,chinese facial recognition technology joins argentine battle against covid19 helping promote social distancing an,0.011111111111111112
4731,Catch News,56248,covid19 here s which country stands where on vaccine development coronavirus covid19vaccine,0.0
4732,Koimoi.com,229972,wwe will wrestlemania 37 be impacted by covid 19 vince mcmahon breaks silence wwe wwe wrestlemania covid19,0.0
4734,Business Standard,1970880,coronavirus india the recovery rate among coronavirus patients has increased to 64 23 coronavirusindia,0.0
4735,John Ray Clemmons,7762,almost 1000 tneans have died from covid19 a wh cited model shows wearing could prevent 20 of projected deaths,0.0
4739,SidebarWithSindi,237685,last one for the day dmtotl covid19 symptoms and recovery,0.0
4740,The Pioneer,22674,breaking 1 215 new covid19 cases reported in odisha taking the total number of cases to 28 107 including 17 37,0.06818181818181818
4741,#IndiaFightsCorona,101441,indiafightscorona increasing number of covid19 testing labs in india icmrdelhi staysafe indiawillwin,0.0
4742,APO Group English,10667,coronavirus south africa imf executive board approves us 4 3 billion in emergency support to south africa to ad,0.0
4743,LatestLY,62701,moderna begins phase 3 clinical trial of covid 19 vaccine in us coronavirus covid19 coronavirusvaccine,0.0
4745,The Pioneer,22674,icmr the total number of covid19 samples tested up to 27th july is 1 73 34 885 including 5 28 082 samples tested,0.0
4746,Mumbai Mirror,374436,not out at 64 after spending 35 days in icu a retired cricket scorer recovers from covid19,0.0
4748,ANI,4528918,1 215 new covid19 cases reported in odisha taking the total number of cases to 28 107 including 17 373 recoveries,0.06818181818181818
4756,#IndiaFightsCorona,101441,coronavirusupdates total covid19 cases in india as on july 28 2020 64 24 cured discharged migrated 95,0.0
4758,Global Times,1888950,beijing on tuesday announced two new covid19 infections one arriving from indonesia and the other from the dali,0.005681818181818177
4765,DT Next,6173,out of rs 244 crore the ahmedabad municipal corporation has been allocated rs 50 crore surat municipal corporatio,0.0
4768,Open Letters,17161,i delivered this from stephen a constituent in southport n c to senatorburr and senthomtillis nc07,0.0
4769,Laurie Garrett,191628,oooh boy you know you screwed up when the guy in charge of infection control yeah that guy he got covid19,0.0
4772,ANI,4528918,j amp k a machine called ortho clinical diagnostics usa vitros eci immunoassay analyzer installed at govt medical col,0.0
4782,Hindustan Times,7653742,covid19 continues to accelerate with a doubling of cases over the last six weeks world health organization chie,0.0
4783,Pune Mirror,26879,residents of kp viman nagar allege asymptomatic covid 19 sufferers are mixing refuse with regular garbage in the a,0.0
4784,UN News,486026,as the world looks to beginning the recovery process from covid19 un chief antonioguterres is urging everyone t,0.0
4786,State House Kenya,1110681,10th presidential address on covid19 pandemic komeshacorona,0.0
4787,TNIE Odisha,1378,in its second biggest single day spike odisha reported 1 503 fresh covid19 cases taking the tally to 26 892 eve,0.07619047619047618
4788,AMA,731980,doctors nurses and hospitals are collectively calling on congress to provide financial relief to front line healt,0.0
4789,Jared Lynch,1231,surgery restrictions put pressure back on private health via aus business australian,0.0
4792,NewsMobile,15362,the total number of covid19 samples tested up to 27th july is 1 73 34 885 including 5 28 082 samples tested yester,0.0
4793,Asiaville,2705,drugmakers moderna inc and pfizer inc have launched two 30 000 subject trials of potential covid19 vaccines in t,-0.08333333333333333
4794,tv9gujarati,516325,the total number of covid19 samples tested up to 27th july is 1 73 34 885 including 5 28 082 samples tested yester,0.0
4795,#TransformingIndia,24248,during the testing times of covid19 class 10 amp 12 students can avail their digital marksheet through,0.0
4798,UttarPradesh.ORG News,81972,pharmaceutical company moderna moderna tx has begun a phase three clinicaltrial to evaluate an investigational,0.0
4801,OTV,535578,coronawatch total covid19 tally in odisha crosses 28k mark with 1215 new positives today active cases touch,0.0010101010101010073
4803,PIB in Manipur,4224,indiafightscorona know and follow these three simple keys to defeat covid19 protect yourself from coronavirus,0.0
4804,NBT WORLD News,1309,update 28 07 20 thailand reported2 new coronavirus cases on tuesday with 0 deaths reported the total is now at,0.06818181818181818
4805,The Times Of India,12984505,the total number of covid19 samples tested up to 27th july is 1 73 34 885 including 5 28 082 samples tested yester,0.0
4807,Krishna “Just Stay Home” Komanduri,8057,just a thought perhaps if you would encourage masks4all and roll back the pressure to reopen businesses and schoo,0.0
4808,Outlook Magazine,222148,five sites across india are ready for the third and final phase of human trials of the oxford astrazeneca covid19,0.05
4809,The New Indian Express,445639,india witnessed a single day spike of 47 704 cases and 654 deaths in the last 24 hours pushing the covid19 tally,-0.03571428571428571
4810,Quint Fit,9177,india has readied five sites for the final stage of human trials of the oxford astrazeneca covid19 vaccine,0.0
4812,IANS Tweets,52355,pharmaceutical company moderna moderna tx has begun a phase3 clinical trial to evaluate an investigational vac,0.0
4814,UNFPA India,6930,don t forget to tune in today 28th july at 8 00 pm ist join unfpa executive director atayeshe and who dir,0.0
4815,Deccan Herald,57320,the government seems to be in no hurry to reopen schools for the current academic year as the covid19 cases are sp,0.0
4818,LatestLY,62701,india records 47 704 new covid 19 cases in past 24 hours coronavirus death toll surges to 33 425 india,-0.05681818181818182
4819,Dharmendra Pradhan,1264182,this will come as a big relief to states like odisha impacted by revenue losses due to the covid19 situation the,-0.0625
4820,OTV,535578,breaking covid19 cases explode in khurda district with the highest single day spike of 312 positives ganjam re,-0.07142857142857142
4822,Aly-Khan Satchu,572284,currency fell a record low 108 31 shillings against the dollar last week the economic health of the country is tie,0.06666666666666667
4823,Kendriya Sainik Board,5582,indiafightscorona three simple keys to defeat covid19 protect yourself from coronavirus super villain down po,0.05925925925925924
4825,"ɪᴀɴ ᴍ. ᴍᴀᴄᴋᴀʏ, ᴘʜᴅ 🦠🤧🧬🥼🦟🧻",105021,looking at some sentinel lab results to 12jul flua viruses esp the a h1n1 strain were dominating in aus befor,0.0
4827,Eric Feigl-Ding,245000,this is how to stop the pandemic ebola czar who wrote obama s pandemic playbook ronaldklain explains covid19,0.0
4832,Matt Galka Fox 10,3519,it could lead to one of the biggest breakthroughs of our lifetime volunteers for the phase 3 trials of a covid19,0.0
4835,Pratap Sarangi,140558,covid19 testing capacity to reach 10 lakh tests per day pm narendramodi via namo app,0.0
4838,Harish Bijoor,77571,iquote immunity boosting bread for anyone immunity bosting biryani anti corona mattress or a shirt,0.0
4839,Stanford Health Care,34310,stanford health care can begin pooling biological samples to test for the novel coronavirus that causes covid 19 a,0.0
4840,WION,234667,us president realdonaldtrump vowed to defeat the coronavirus by unleashing american scientific genius as he tou,0.0
4842,TOI Sports,1026368,australian open golf postponed because of coronavirus read golf australianopen,0.0
4844,NEWS9,25627,bignews westbengal cm mamataofficial requested pm narendramodi to release rs 53 000 crore which the centre ow,0.0
4845,Keith Baldrey,46279,maybe maybe not this is going to a very very very long pandemic behaviour will shift back and forth as we go t,-0.0325
4848,Global Times,1888950,in h1 2020 actual consumption of gold in china dropped 38 25 year on year to 323 29 tons the gold consumption s,0.0
4849,PRO Defence Gandhinagar,6764,nationalcadetcorps gujarat 6gujgirlsbn surat cadets message donatebloodsavelives posters 2 mitigate blood sc,0.0
4850,Business Insider India🇮🇳,63656,single day spike of 47 703 covid19 cases 654 fatalities pushes india s virus caseload to 14 83 156 death toll,-0.07142857142857142
4851,Pratap Sarangi,140558,india conducts over 5 15 lakh covid19 tests in last 24 hours icmrdelhi via namo app,0.0
4853,U.S. Embassy in the Philippines,805337,usembassyph is now accepting ds 82 u s passport renewal application for eligible individuals by mail only with,0.0
4855,Global Times,1888950,china helps ghana s ruling party to fight covid19 with medical supplies,0.0
4856,CGTN,13890039,uk extends spain non essential travel advice to holiday islands a new blow to spanish tourism covid19,0.04545454545454545
4861,AGL Energy,9248,we ve got you amp we re here to help please reach out to us if you need help so we can support you as signatories o,0.0
4862,Kristie Lu Stout✌🏽,164925,china today reports 68 new covid19 cases of which 64 are locally transmitted this is the highest number of do,0.06818181818181818
4863,Benedict Rogers 羅傑斯,75721,hongkong should not use covid19 as excuse to postpone legislative council elections if the elections are postpo,-0.05
4867,The Tribune,87966,single day spike of 47 703 covid19 cases 654 fatalities pushes india s virus caseload to 14 83 156 death toll to 33 425 govt pti,-0.07142857142857142
4868,Parimal Kumar,6115,covid19 positivity rate 9 03 highest number of samples tested on 27 july 5 28 082 total sample tested til,0.0
4869,Hindustan Times,7653744,5 28 lakh covid19 tests conducted in a single day says health ministry,-0.07142857142857142
4870,PIB In Meghalaya,3322,coronavirusupdates total covid19 cases in india as on july 28 2020 33 80 active cases 496 988 63 9,-0.06666666666666667
4871,Sema,40938,i guess the dnc can afford to lose the 2020 election as the covid19 death toll rises and millions face eviction medicareforall,0.0
4872,TOI Cities,20380,breaking single day spike of 47 703 covid19 cases 654 fatalities pushes india s virus caseload to 14 83 156 d,-0.07142857142857142
4873,Manny Alicandro,12166,election day is going to be cancelled because of covid19 only mail in ballots trust me,0.0
4875,WGEA,8296,just 17 of ceos in our data set are women we re in 2020 pandemic or no pandemic only 17 of ceos are women th,0.0
4876,Oneindia News,63320,the chennaiipl will once again be among the front runners as ipl 2020 is set to begin in uae a swot analysis o,0.0
4878,Gonzalo Moratorio,2551,check our story about the scientific strategy that the resistance in southamerica uruguay took against covid19 so,0.0
4882,Mehreen Faruqi,30042,the senate is hearing evidence that uni job losses will hit the regions hardest in cairns bathurst and around the,0.0
4884,Ruptly,113888,we are doing well on vaccines trump on covid19 research,0.0
4885,OTV,535578,iron folic acid tablets to be distributed among school students in odisha covid19,0.0
4886,IBTimes 🇮🇳,18339,moderna pfizer start decisive covid vaccine trials eye year end launches moderna inc amp pfizer inc launched t,0.0
4887,World Bank MENA,30923,with covid19 severely impacting economies around the world dilipratha tells the development podcast that,0.0
4888,IAmDamien,23168,walmart i will not go to any store walmart that will not enforce customers to wear a mask period covid19,0.0
4889,EastMojo,10294,mizoram state s tally rises to 384 altogether 373 samples were tested at zmc and lunglei civil hospital on monda,0.0
4891,Open Letters,17161,sign extend covid 19 emergency unemployment assistance and i ll deliver a copy to your officials,0.0
4892,Livemint,1903588,pivotorperish prashant tripathy md amp ceo maxlifeins commented on the impact of the covid19 pandemic on the s,0.0
4894,All India Radio News,2482661,gujarat records 1052 new covid19 cases in last 24 hours cases goes up to 56 874 recovery rate improves to 72 75,0.06818181818181818
4895,World Bank Gov,32709,infrastructure contractors in india are facing difficulties in fulfilling essential services due to covid19 he,-0.0625
4898,The Hindu,6303234,the number of covid19 cases reported from india stands at 14 83 983 with the death toll at 33 461 click here for,0.0
4899,Nine News Gold Coast,38612,all remaining babies in the neonatal intensive care unit at the royal children s hospital in melbourne have been te,0.0
4902,SCMP Young Post,3579,hongkong s restaurant industry is struggling during covid19 and hoping the government will help it out,0.0
4903,The Lowy Institute,61383,after almost seven months the covid19 pandemic continues to challenge the world but some places seem to have man,0.0
4906,BloombergQuint,166758,coronavirus key developments cases exceed 16 3 million deaths pass 6 50 500 google to let employees work fro,0.0
4910,IANS Tweets,52355,world health organization who director general tedrosadhanom ghebreyesus drtedros said that he will reconven,0.05000000000000002
4913,ShanghaiEye,29479,hong kong will require all individuals to wear a facemask in all public indoor areas as it battles the third wave o,0.0
4914,Jason Jordan,10202,the realdonaldtrump administration is now actively fiddling the numbers of covid19 patients in red states to mak,-0.06666666666666667
4915,TOI Hyderabad,74886,as covid19 cases rise in warangal telangana health minister eatala rajender to hold meeting with district offi,0.0
4916,Business Today,1032340,listen to bt india news podcast with rashopines pmmodi testinglabs coronavirus coronavirusindia,0.0
4917,Dr. Kelli Ward 🇺🇸,79873,facebook and twitter are censoring this video that has millions of views censorshipisreal covid19 president,0.0
4918,tv9gujarati,516325,the recovery rate among covid19 patients has increased to 64 23 the recoveries deaths ratio is 96 6 3 4 now g,0.0
4919,ANI,4528921,the total number of covid19 samples tested up to 27th july is 1 73 34 885 including 5 28 082 samples tested yester,0.0
4926,Nick Mark MD,11013,back in early may there was clear evidence that hydroxychloroquine hcq was ineffective in covid19 here is a,0.06666666666666667
4929,Open Letters,17161,sign reject leader mcconnel s unemployment assistance cuts and i ll deliver a copy to your officials,0.0
4930,India in Bhutan,10527,pm narendramodi launched 3 hi tech state of the art covid19 testing facilities via dvc y day at kolkata mumbai amp,0.0
4931,Global Times,1888950,3 men from vietnam reportedly escaped their 14 day covid19 quarantine in a hotel in gimpo southkorea on monday,0.0
4935,Jenna Ellis,206734,twitter just censored and removed stella immanuel s words about covid19 covidcure hydrochloroquine because pres,0.0
4940,DNA,2171949,covid19 google extends work from home for employees till july 2021 major firms likely to follow suit,0.03125
4941,Business Today,1032340,covid 19 impacts epfo withdrawals 8 million members pull out rs 30 000 crore during april july epfo covid19,0.0
4948,Global Times,1888951,coronavirus has invaded white house and become true enemy of us rather than china but sadly some pretend not to s,-0.05000000000000001
4953,NewsMobile,15362,the recovery rate among covid19 patients has increased to 64 23 the recoveries deaths ratio is 96 6 3 4 now g,0.0
4954,Myanmar Red Cross,9970,even on a rainy day please don t forget to wash your hands wear your mask keep physical distancin,0.0
4955,ไทยรู้สู้โควิด,22170,global situation 28 july 2020 11 00 a m total confirmed 6 646 987 recovered 10 232 055 active cases 5 7,0.06666666666666668
4959,Achim Steiner,53672,rapid urbanization is a defining megatrend of our times in fewer than 10 yrs 60 of the world s population will,0.0
4962,Newsroom Post,56510,5 28 000 samples tested for covid19 across the country on monday,0.0
4963,WGEA,8296,as we move to a recovery phase it is vital that women have the same opportunities to re engage in the workforce a,0.05
4964,The Times Of India,12984504,the recovery rate among covid19 patients has increased to 64 23 the recoveries deaths ratio is 96 6 3 4 now g,0.0
4965,editorji,29270,just in 47 704 positive cases amp 654 deaths recorded in india in the last 24 hours total covid 19 cases near 15 la,0.08181818181818182
4966,nickrosstech,19538,so govt amp cops wld rather allow a tiny blm event 2b overpoliced with max media coverage than address the issue of,0.0
4967,ZEE5 News,34133,with a single day spike of 47 704 positive cases amp 654 deaths in india in the last 24 hours total covid19 positiv,0.03896103896103896
4968,News24,255943,single day spike of 47 704 positive cases amp 654 deaths in india in the last 24 hours total covid19 positive case,0.07662337662337662
4970,NEWS9,25626,bignews government of india says the recovery rate among covid19 patients has increased to 64 23,0.0
4974,Aly-Khan Satchu,572284,we are not there yet the exponential moment is still in front of us covid19 500 000 daily new cases before the e,0.06818181818181818
4976,The Times Of India,12984504,total covid19 positive cases stand at 14 83 157 including 4 96 988 active cases 9 52 744 cured discharged migrate,0.031313131313131314
4979,tv9gujarati,516326,single day spike of 47 704 positive cases amp 654 deaths in india in the last 24 hours total covid19 positive case,0.07662337662337662
4981,PIB in KERALA,4340,indiafightscorona total covid19 cases in india as on july 28 2020 33 80 a,0.0
4983,DT Next,6174,even as the shutdown crippled several businesses in the metropolis the complete lockdown imposed twice by the sta,0.05
4984,CBS4Local,14107,over the past couple of weeks public data shows more outbreaks of covid19 in nursing homes across elpaso,0.08333333333333333
4987,ANI,4528923,the recovery rate among covid19 patients has increased to 64 23 the recoveries deaths ratio is 96 6 3 4 now g,0.0
4989,Open Letters,17161,sign from a constitutent and i ll deliver a copy to your officials no 2 is from ju,0.0
4991,Aus-IndYouthDialogue,3225,this thursday prof k srinath reddy in conversation with aiyd s mitalilive on lessons from the pandemic mappi,0.0
4992,ABS-CBN News,7018912,happening now cabinet officials covid19 pandemic czars hold post sona2020 briefing,0.0
4994,FinancialXpress,660388,coronavirus india live over 47 000 daily covid19 cases 654 deaths total tally 14 83 lakh death toll 33 425,0.04545454545454545
4995,OTV,535578,coronavirusupdates total covid19 cases in india rise to 14 83 157 33 80 active cases 496 988 63 92 recov,-0.06666666666666667
4998,Parimal Kumar,6115,covid19 total covid 19 cases 14 83 156 recoveries 952743 total deaths 33425 in last 24 hours 47 703 cases,0.0
5000,NEWS9,25626,bignews india reports single day spike of 47 704 positive cases amp 654 deaths in the last 24 hours total,0.03896103896103896
5003,AIR Worldwide,4735,when you build a riskmodel for pandemics three major components affect results you need all three to get it rig,0.0625
5005,António Guterres,995772,cities are bearing the brunt of the covid19 crisis especially in poorer areas as we respond to the pandemic w,0.0
5006,NewsMobile,15362,single day spike of 47 704 positive cases amp 654 deaths in india in the last 24 hours total covid19 positive case,0.07662337662337662
5007,BloombergQuint,166758,india registers 47 703 new covid19 cases 35 175 recoveries and 654 deaths in the last 24 hours read live blog,0.0909090909090909
5008,Open Letters,17161,sign extend covid 19 emergency unemployment assistance and i ll deliver a copy to your officials,0.0
5009,New Straits Times,716603,nstnation some entertainment outlets have been ignoring standard operating procedures under the recovery movement,0.0
5011,LatestLY,62701,coronavirus cases in india rise to 1 483 156 death toll jumps to 33 425 coronavirus covid19 coronavirusdeaths,0.0
5012,PIB in Maharashtra 🇮🇳,35971,coronawatch india recovery rate 64 23 deaths 33 425 recoveries 9 52 743 no of people under active medical s,-0.06666666666666667
5013,AIR News Guwahati,13759,regional assamese morning news 0900 hours 28 07 2020 covid19 covid19,0.0
5014,ANI,4528923,single day spike of 47 704 positive cases amp 654 deaths in india in the last 24 hours total covid19 positive case,0.07662337662337662
5017,John Gravois,3458,aggies to the rescue texas a amp m facility in college station set to mass produce potential covid 19 vaccine,0.0
5019,10 News First,201102,the robo dogs spotted enforcing social distancing in singapore early in the covid19 pandemic have found a new job,0.08989898989898988
5020,All India Radio News,2482661,pm modi says efforts underway to increase covid19 testing capacity to 10 lakh daily in coming weeks,0.0
5021,KTVU,467898,santa cruz county has been placed on the state s monitoring list for spread of covid19,0.0
5022,Anu Kuruvilla,470,stuck in containment zones fmcg distributors feel the heat covid19 xpresskerala cmokerala,0.0
5027,Dr.Krutika Kuppalli,15577,mlb commissioner says marlins covid19 outbreak with 11 players amp 2 coaches is not a nightmare here are my q s,0.0
5028,The New Indian Express,445639,xpressbengaluru ranjanikanth iffathfathima6 the maximum cases and deaths have occurred in andheri east and west,0.0
5029,UN Spokesperson,662610,as we respond to the pandemic and work towards recovery we look to our cities as hubs of community human innovati,0.0
5030,Capital Region Urban Transport,6960,arunbothra managing director of crut writes about publictransport in the time of covid19 an article published,0.0
5031,GOAT,2049,and what to do if you ve visited one covid19 covid19aus covid19nsw,0.0
5034,CBC British Columbia,243273,a washington state based executive employed by a vancouver tech company has been arrested and charged with fraud an,0.0
5035,National Herald,99434,the delhigovernment has decided to allow street vendors and hawkers to resume their business in accordance with th,0.0
5036,Abraar Karan,22111,covid19 does not strike equally people say viruses don t care who you are maybe so but the transmission of vi,0.0
5037,Public News Service,48962,consumer protection experts have tips to avoid covid19 scams,0.0
5038,Hong Kong Govt News,25479,the centre for health protection says it is investigating 145 additional covid19 cases taking the number of confi,0.0
5040,David Taylor,2818,just in the abc understands six people have been arrested following an unauthorised black lives matter protest at,-0.08333333333333333
5041,UN Development,1540536,cities are the frontline of the global covid19 response 90 of all infections are in cities asteiner outlines 3,0.0
5045,Bloomberg QuickTake,1156090,we believe we could make somewhere between 15 to 50 million doses by the end of this calendar year a new human,0.06818181818181818
5050,Hindustan Times,7653745,the process for human trial of the covid19 vaccine that bharat biotech has developed formally began at a private h,0.03333333333333333
5052,China News 中国新闻网,652477,animal tests of a chinese covid19 vaccine candidate have shown that it can trigger robust neutralizing antibodies,0.0
5055,ChimpReports,78169,prevention and response to genderbasedviolence during this covid19 pandemic let s avoid violence of any form in,0.0
5056,MITI Malaysia,56780,miti would like to emphasise the importance of malaysian companies to comply with the sop set to curb the spread of,0.0
5058,TOIChennai,25347,all india nr congress general secretary n balan 68 dies of covid19 in puducherry coronavirusoutbreak,0.05000000000000002
5059,Yicai Global 第一财经,262690,the 10th beijing international film festival will take place on aug 22 29 after being postponed for four months du,0.0
5060,David Beard,60164,q so why doesn t the president try harder to save tens of thousands of american lives that s his job right was,0.0619047619047619
5061,The New Indian Express,445639,tnie checked individual covid19 data for seven wards in bengaluru and found that all of them had discrepancies,0.0
5062,Rich Nye,14179,phase 3 of testing begins for potential covid19 vaccine developed by moderna tx and nih,0.05
5063,Columbia U Energy,16574,what are the economic impacts of the crisis due to the covid19 in latin america and the caribbean,0.037500000000000006
5064,IFRC Asia Pacific,13389,we salute front line healthcare workers who spend eight to ten hours a day in personal protective equipment as they,0.0
5065,IFRC Asia Pacific,13389,today our colleague ibrahim mollik reports from one of the covid19 isolation and treatment centers in cox s bazar,0.0
5067,Laurie Garrett,191629,between may21 and 26 commercial medical labs in nyc long island amp westchester co drew blood samples from 1 116 pe,-0.016666666666666666
5068,IndonesianEmbassy DC,19810,in line w the redzone mapping pres jokowi on july 27 requested that the committee for the covid19 handling amp,0.0
5069,IndonesianEmbassy DC,19810,as of july 27 the taskforce has mapped covid19 redzones in 53 cities regencies located in 15 provinces for f,0.0
5070,IndonesianEmbassy DC,19810,based on the total covid19 cases per 1 million people by july 27 the taskforce for the acceleration of the resp,0.0
5072,Keith Baldrey,46279,another big roll of the dice came up snake eyes in kelowna recently will it do the same here covid19,0.0
5073,FinancialXpress,660388,coronavirus india live india likely to have 90 000 daily covid19 cases overtake us reveals data,0.04545454545454545
5077,UNDP Pacific Office in Fiji,31212,small island developing states face unique challenges that are exacerbated by the socio economics crisis trigger,0.0625
5078,Dr.Krutika Kuppalli,15577,this is what an authoritarian government looks like people this is potus plan if you hide data amp don t make it a,0.0
5084,U.S. Embassy India,150587,cover your cough covid19 spreads through respiratory droplets when an infected person coughs sneezes or talks a,0.0
5087,All India Radio News,2482661,1st covid19 death reported in andaman and nicobar total cases climb to 338 recovery rate in islands stands at 57 per cent,0.0
5088,PRO Defence Imphal (Manipur),4898,fight covid19 at workplace indiafightscorona swasthabharat modagainstcorona harkaamdeshkenaam,0.0
5090,Antonia Zerbisias,15044,i wonder if fordnation knows about this gt gt florida covid 19 cases in children hospitalizations among kids jump 23,0.0
5091,Aly-Khan Satchu,572284,24 feb 2020 a v shaped recovery covid19 is a fantasy larry kudlow i still think th,0.0
5092,Mumbai Mirror,374436,mumbai aclocal railway minister piyushgoyal seeks review before the start of procurement process asks official,0.0
5094,OTV,535578,covid19 pandemic global cases cross 16 4 million mark toll at 652 459 coronavirus coronavirusupdates,0.0
5096,Open Letters,17161,i delivered this from david a constituent in englewood colo to senatorbennet and sencorygardner co04,0.0
5097,Himanta Biswa Sarma,771812,assamplasmahero july 28 shri monuj borah 38 from uriangtuli sonitpur has donated his plasma to gmch,0.0
5098,Sunil Tingre,5877,considering the increasing number of covid19 patients in pune jumbo covid care centers will be set up at three pl,0.0
5099,ABS-CBN News,7018911,mikenavallo update reina mae nasino is still with her baby inside the manila city jail female dormitory but kapat,-0.05
5104,CEEW,8465,read part 1 financial sustainability bailing out india s electricity sector energy powersector covid19,0.0
5109,Joseph Robertson,5017,please read this entire thread please wearamask please take all recommended precautions including social distanc,0.016666666666666666
5110,Nine News Gold Coast,38612,alarming gaps in covid19 preparations in australia s aged care system have been revealed in a new national survey,-0.02121212121212122
5111,Aly-Khan Satchu,572284,composite measures of alternative indicators compiled by ft suggest that china s recovery from feb shutdown shock,0.0
5114,The Royal Melbourne Hospital,9100,our ed nurse emily spoke to abc730 about her life in isolation with covid19 hear her story,0.0
5116,Asian Development Bank,220712,as lockdowns ease across asia pacific in the wake of covid19 one thing is clear a return to business as usual is,-0.07499999999999998
5119,Alice Wong,39656,follow the data amp money covid19 covid 19 cripthevote highriskcovid19 nobodyisdisposable,0.0
5121,Betty Yu,5410,sag aftra teamed up with hollywood s asian american celebrities to urge americans to take a stand against anti asia,0.0
5122,Smartraveller,33439,oman has imposed a nationwide lockdown 7pm 6am until 8 august to curb the spread of covid19 if you violate t,0.0
5124,Ministry of WCD,482902,anganwadi workers across nagaland are carrying out poster campaign for removal of stigma around covid19 in the reg,0.0
5127,USAID Indonesia,11157,in pursuit of mutual prosperity and security the framework signed will be used to implement joint activities in,0.0
5129,CGTN,13890038,imf approves 4 3 bln to help southafrica fight covid19,0.0
5130,ABS-CBN News,7018911,duterte urged to veer away from divisive rhetoric focus on covid19 measures,0.0
5137,Dana Nuccitelli,19828,good news the current spike of us covid19 cases seems to have peaked that s true of az fl tx too bad news,0.0875
5139,IndiaSpend,57896,8 hours to go govindethiraj speaks to menonbiophysics ramanan laxminarayanan cddep amp nimalan arinaminpathy,0.0
5140,NEWS 1130,242298,have a question about covid19 send it in we ll try to get to the bottom of it as part of news 1130 gets answers,0.0
5141,Deccan Herald,57321,coronavirus news live updates india conducts over 5 lakh covid19 tests in a single day for second day in a ro,0.021645021645021644
5143,Business Today,1032343,the aviation automobile construction msme and tourism and hospitality sectors are likely to be the hardes,0.0
5144,IOM Bangladesh,10080,iom continues its countertrafficking response efforts in coxsbazar throughout the covid19 pandemic to report po,0.0
5146,Hindustan Times,7653778,you may say that the crime scene is already disturbed because the supermarket was cleared we cannot identify a,0.0
5147,editorji,29270,five sites across the country are ready for the third and final phase of human trials of the oxford covid 19 vaccin,0.05
5150,Isaac Bogoch,43829,dogs can be trained to sniff out covid19 8 dogs trained for 1 week in this well designed study the dogs achi,0.0
5151,StudentDebtCrisis,40972,update the senate covid19 stimulus bill released today called the healsact does not include an extension of,0.0
5152,Interaksyon,201542,the who said travel restrictions were not a long term answer it said proven strategies such as social distancing,0.019444444444444445
5155,Mastercard APAC,4965,reporting live from the commercial payments conference fireside chat partnerships to support smes through,0.06818181818181818
5156,Randi Weingarten,105708,to reopensafely a community must curb its covid19 spread put public health safeguards in place and give its sc,0.0
5158,Deccan Herald,57321,over 20 covid19 patients who were improperly charged an advance total of rs 24 8 lakh by a private hospital for tr,0.0
5159,Nine News Gold Coast,38612,etihad will offer refunds to all consumers who purchased airfares in australia which were consequently cancelled du,0.0
5160,KVUE News,217160,hurricanehanna flooded parts of the riograndevalley one city opened separate shelters for coronavirus exposed p,0.0
5161,Mumbai Mirror,374439,as the caseload for metros like mumbai delhi drops it s the satellite towns and the hinterland that s now a cau,0.0
5167,Hindustan Times,7653778,evidence destroyed chinese doctor alleges covid19 cover up,0.0
5169,WWF-Philippines,11251,our activities are destabilizing our climate and destroying nature at a rate much faster than it can replenish itse,0.0
5171,ABC Grandstand,143789,new major league baseball season already hit by marlins covid 19 outbreak baseball mlb,0.09943181818181818
5172,NEWS9,25626,bignews france government announced that it will provide india with 120 ventilators and 50 000 test kits to cou,0.0
5174,NDTV Videos,232859,why rapid testing when false negatives high high court to delhi government read here,-0.02666666666666669
5175,themocollins,15715,we can t have peanuts on airplanes anymore but we re flying with rampant covid19 choices based on economy and n,0.0
5176,Greenpeace East Asia,13276,watch this panel discussion on china covid19 stimulus coal climate leadership and overseas investment ca,0.0
5178,Patrick Commins,2122,the jobs recovery stalled in july led by victoria abs payroll figures show australian ausbiz auspol,0.0
5179,Open Letters,17160,sign reject leader mcconnel s unemployment assistance cuts and i ll deliver a copy to your officials,0.0
5180,Green Party of New Jersey,5582,cops break up 700 person airbnb party charge 3 for violating n j gathering limits can we,0.0
5181,Open Letters,17160,i delivered this from shelley a verified voter in morgan utah to senmikelee and senatorromney ut01,0.0
5185,Annie E. Clark,11398,so yet again our remedies might be harmful i am not a scientist but will listen to fact based not to be confuse,0.0
5187,Hindustan Times,7653778,analyse covid19 situation redesign strategy odisha chief secretary to officials,0.0
5188,ABP News,10186407,india readies 5 sites for phase 3 human trials of oxfordvaccine for covid 19 sii to start manufacturing next mont,0.0
5190,NEWS9,25626,bignews madhyapradesh cabinet to hold virtual meeting today which will be chaired by the cm chouhanshivraj who,0.0
5193,IndiaToday,5281438,moderna inc and pfizer inc launched two 30 000 subject trials of coronavirus vaccines that could clear the way for,-0.03333333333333332
5194,Daniel McCarthy for US Senate,6137,where were you when you learned from a doctor that arizona s covid19 spike was just a statistical manipulation,0.0
5195,8 News NOW,243265,valley latino businesses affected by the covid19 pandemic are seeking help to keep up with changes one owner talk,0.0
